filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20200217_223603.jpg,800,600,9d,277,150,340,275
IMG_20200217_223603.jpg,800,600,9d,5,220,60,333
IMG_20200217_223604.jpg,800,600,7s,309,40,391,129
IMG_20200217_223604.jpg,800,600,7s,122,200,203,291
IMG_20200217_223604.jpg,800,600,7s,351,455,431,546
IMG_20200217_223604.jpg,800,600,7s,529,291,609,376
IMG_20200217_223607.jpg,800,600,7s,307,61,388,138
IMG_20200217_223607.jpg,800,600,7s,480,221,556,302
IMG_20200217_223607.jpg,800,600,7s,55,289,146,378
IMG_20200217_223607.jpg,800,600,7s,241,463,332,555
IMG_20200217_223613.jpg,800,600,7s,97,47,272,113
IMG_20200217_223613.jpg,800,600,7s,98,459,278,526
IMG_20200217_223619.jpg,800,600,6d,76,110,215,161
IMG_20200217_223619.jpg,800,600,6d,510,111,650,158
IMG_20200217_223619.jpg,800,600,6d,513,434,652,484
IMG_20200217_223619.jpg,800,600,6d,86,430,214,477
IMG_20200217_2236190.jpg,800,600,7s,235,235,419,295
IMG_20200217_223624.jpg,800,600,6d,258,50,354,132
IMG_20200217_223624.jpg,800,600,6d,544,275,640,356
IMG_20200217_223624.jpg,800,600,6d,381,485,476,568
IMG_20200217_223624.jpg,800,600,6d,99,258,191,340
IMG_20200217_223625.jpg,800,600,Ac,540,100,674,150
IMG_20200217_223625.jpg,800,600,Ac,96,84,235,137
IMG_20200217_223625.jpg,800,600,Ac,90,411,230,463
IMG_20200217_223625.jpg,800,600,Ac,533,425,670,474
IMG_20200217_223627.jpg,800,600,Ac,340,40,414,124
IMG_20200217_223627.jpg,800,600,Ac,158,203,237,282
IMG_20200217_223627.jpg,800,600,Ac,548,279,619,356
IMG_20200217_223627.jpg,800,600,Ac,382,439,453,518
IMG_20200217_223629.jpg,800,600,6d,389,39,504,109
IMG_20200217_223629.jpg,800,600,6d,525,295,640,366
IMG_20200217_223629.jpg,800,600,6d,52,228,153,299
IMG_20200217_223629.jpg,800,600,6d,180,480,288,547
IMG_20200217_223631.jpg,800,600,Ac,539,208,608,283
IMG_20200217_223631.jpg,800,600,Ac,370,59,446,129
IMG_20200217_223631.jpg,800,600,Ac,140,268,225,349
IMG_20200217_223631.jpg,800,600,Ac,326,438,404,523
IMG_20200217_223636.jpg,800,600,6d,462,204,522,354
IMG_20200217_223636.jpg,800,600,6d,105,216,164,364
IMG_20200217_223642.jpg,800,600,6d,231,275,317,426
IMG_20200217_2236420.jpg,800,600,Ac,359,189,555,278
IMG_20200217_223642_1.jpg,800,600,Ac,326,169,536,258
IMG_20200217_223651.jpg,800,600,7c,180,112,306,161
IMG_20200217_223651.jpg,800,600,7c,555,124,675,168
IMG_20200217_223651.jpg,800,600,7c,558,393,677,439
IMG_20200217_223651.jpg,800,600,7c,187,397,307,443
IMG_20200217_2236550.jpg,800,600,7c,286,58,373,144
IMG_20200217_2236550.jpg,800,600,7c,525,274,599,348
IMG_20200217_2236550.jpg,800,600,7c,122,242,217,324
IMG_20200217_2236550.jpg,800,600,7c,381,451,462,527
IMG_20200217_223700.jpg,800,600,7c,358,70,429,134
IMG_20200217_223700.jpg,800,600,7c,500,232,568,300
IMG_20200217_223700.jpg,800,600,7c,99,259,195,339
IMG_20200217_223700.jpg,800,600,7c,267,436,354,519
IMG_20200217_223701.jpg,800,600,Qh,347,45,447,121
IMG_20200217_223701.jpg,800,600,Qh,201,273,296,343
IMG_20200217_223701.jpg,800,600,Qh,648,259,740,332
IMG_20200217_223701.jpg,800,600,Qh,502,479,595,550
IMG_20200217_223705.jpg,800,600,Qh,146,241,250,317
IMG_20200217_223705.jpg,800,600,Qh,305,488,405,563
IMG_20200217_223705.jpg,800,600,Qh,489,32,588,102
IMG_20200217_223705.jpg,800,600,Qh,639,268,739,343
IMG_20200217_223706.jpg,800,600,7c,530,176,588,354
IMG_20200217_223706.jpg,800,600,7c,119,178,183,353
IMG_20200217_223710.jpg,800,600,Qh,402,182,450,304
IMG_20200217_223710.jpg,800,600,Qh,96,182,146,305
IMG_20200217_223711.jpg,800,600,7c,364,290,545,359
IMG_20200217_223714.jpg,800,600,7c,415,273,593,344
IMG_20200217_223716.jpg,800,600,Qh,259,193,332,331
IMG_20200217_223721.jpg,800,600,3h,487,101,611,150
IMG_20200217_223721.jpg,800,600,3h,49,84,183,132
IMG_20200217_223721.jpg,800,600,3h,49,404,181,448
IMG_20200217_223721.jpg,800,600,3h,483,406,604,452
IMG_20200217_223726.jpg,800,600,Kd,58,138,188,182
IMG_20200217_223726.jpg,800,600,Kd,465,132,591,182
IMG_20200217_223726.jpg,800,600,Kd,465,433,594,489
IMG_20200217_223726.jpg,800,600,Kd,62,429,183,479
IMG_20200217_223729.jpg,800,600,3h,362,68,436,143
IMG_20200217_223729.jpg,800,600,3h,524,234,597,306
IMG_20200217_223729.jpg,800,600,3h,96,289,191,378
IMG_20200217_223729.jpg,800,600,3h,286,470,377,562
IMG_20200217_223730.jpg,800,600,Kd,407,45,518,123
IMG_20200217_223730.jpg,800,600,Kd,539,295,659,376
IMG_20200217_223730.jpg,800,600,Kd,73,235,177,309
IMG_20200217_223730.jpg,800,600,Kd,196,477,302,551
IMG_20200217_223733.jpg,800,600,3h,247,87,399,140
IMG_20200217_223733.jpg,800,600,3h,245,461,402,517
IMG_20200217_223736.jpg,800,600,Kd,223,59,314,139
IMG_20200217_223736.jpg,800,600,Kd,502,284,597,366
IMG_20200217_223736.jpg,800,600,Kd,342,488,436,574
IMG_20200217_223736.jpg,800,600,Kd,70,256,159,339
IMG_20200217_2237360.jpg,800,600,3h,324,233,528,309
IMG_20200217_223737.jpg,800,600,3h,329,208,533,279
IMG_20200217_223742.jpg,800,600,Kd,155,278,213,413
IMG_20200217_223742.jpg,800,600,Kd,481,277,536,409
IMG_20200217_223744.jpg,800,600,Jd,543,92,656,143
IMG_20200217_223744.jpg,800,600,Jd,125,75,262,122
IMG_20200217_223744.jpg,800,600,Jd,126,389,262,435
IMG_20200217_223744.jpg,800,600,Jd,538,387,659,429
IMG_20200217_223746.jpg,800,600,Kd,92,242,173,392
IMG_20200217_223746.jpg,800,600,Kd,441,155,511,308
IMG_20200217_223748.jpg,800,600,Jd,399,68,480,129
IMG_20200217_223748.jpg,800,600,Jd,535,241,615,306
IMG_20200217_223748.jpg,800,600,Jd,128,245,225,317
IMG_20200217_223748.jpg,800,600,Jd,288,437,379,511
IMG_20200217_223752.jpg,800,600,Jd,326,51,404,137
IMG_20200217_223752.jpg,800,600,Jd,162,228,239,308
IMG_20200217_223752.jpg,800,600,Jd,393,452,461,526
IMG_20200217_223752.jpg,800,600,Jd,550,290,617,366
IMG_20200217_223755.jpg,800,600,Jd,270,59,446,120
IMG_20200217_223755.jpg,800,600,Jd,298,463,464,520
IMG_20200217_223800.jpg,800,600,Jd,198,209,392,275
IMG_20200217_223801.jpg,800,600,Jd,187,208,387,266
IMG_20200217_223802.jpg,800,600,Jc,73,124,206,171
IMG_20200217_223802.jpg,800,600,Jc,491,132,621,180
IMG_20200217_223802.jpg,800,600,Jc,486,435,619,485
IMG_20200217_223802.jpg,800,600,Jc,76,427,203,477
IMG_20200217_223806.jpg,800,600,Jc,233,58,320,140
IMG_20200217_223806.jpg,800,600,Jc,88,268,173,345
IMG_20200217_223806.jpg,800,600,Jc,514,270,604,352
IMG_20200217_223806.jpg,800,600,Jc,363,476,451,561
IMG_20200217_223813.jpg,800,600,Js,299,52,389,131
IMG_20200217_223813.jpg,800,600,Js,567,251,651,328
IMG_20200217_223813.jpg,800,600,Js,158,265,248,339
IMG_20200217_223813.jpg,800,600,Js,433,447,516,518
IMG_20200217_223816.jpg,800,600,Js,392,89,470,150
IMG_20200217_223816.jpg,800,600,Js,525,261,602,324
IMG_20200217_223816.jpg,800,600,Js,132,259,229,329
IMG_20200217_223816.jpg,800,600,Js,288,445,376,523
IMG_20200217_223817.jpg,800,600,Jc,135,245,188,373
IMG_20200217_223817.jpg,800,600,Jc,445,240,494,374
IMG_20200217_223819.jpg,800,600,Jc,426,169,502,320
IMG_20200217_223819.jpg,800,600,Jc,68,266,138,419
IMG_20200217_2238190.jpg,800,600,Js,339,87,493,135
IMG_20200217_2238190.jpg,800,600,Js,343,442,496,500
IMG_20200217_223823.jpg,800,600,Js,341,254,523,309
IMG_20200217_223823_1.jpg,800,600,Js,328,261,511,323
IMG_20200217_223826.jpg,800,600,Ah,73,114,195,167
IMG_20200217_223826.jpg,800,600,Ah,472,116,591,163
IMG_20200217_223826.jpg,800,600,Ah,476,406,595,456
IMG_20200217_223826.jpg,800,600,Ah,78,411,197,455
IMG_20200217_2238300.jpg,800,600,Tc,531,93,651,140
IMG_20200217_2238300.jpg,800,600,Tc,90,67,235,118
IMG_20200217_2238300.jpg,800,600,Tc,87,399,232,451
IMG_20200217_2238300.jpg,800,600,Tc,530,394,649,443
IMG_20200217_223833.jpg,800,600,Tc,364,24,455,107
IMG_20200217_223833.jpg,800,600,Tc,45,249,162,354
IMG_20200217_223833.jpg,800,600,Tc,527,228,614,314
IMG_20200217_223833.jpg,800,600,Tc,249,468,351,571
IMG_20200217_223834.jpg,800,600,Ah,267,43,341,121
IMG_20200217_223834.jpg,800,600,Ah,93,218,162,294
IMG_20200217_223834.jpg,800,600,Ah,505,290,582,371
IMG_20200217_223834.jpg,800,600,Ah,319,467,394,547
IMG_20200217_223836.jpg,800,600,Tc,266,20,358,124
IMG_20200217_223836.jpg,800,600,Tc,63,197,159,290
IMG_20200217_223836.jpg,800,600,Tc,495,300,568,382
IMG_20200217_223836.jpg,800,600,Tc,308,454,387,536
IMG_20200217_223837.jpg,800,600,Ah,410,189,457,298
IMG_20200217_223837.jpg,800,600,Ah,139,222,189,334
IMG_20200217_223839.jpg,800,600,Tc,542,260,611,421
IMG_20200217_223839.jpg,800,600,Tc,159,269,233,434
IMG_20200217_223841.jpg,800,600,Ah,128,236,201,362
IMG_20200217_223841.jpg,800,600,Ah,445,329,504,457
IMG_20200217_2238410.jpg,800,600,Tc,114,258,189,422
IMG_20200217_2238410.jpg,800,600,Tc,534,248,600,414
IMG_20200217_223844.jpg,800,600,Tc,336,197,415,401
IMG_20200217_223845.jpg,800,600,Tc,349,224,430,418
IMG_20200217_223848.jpg,800,600,Jh,50,134,178,181
IMG_20200217_223848.jpg,800,600,Jh,466,122,587,171
IMG_20200217_223848.jpg,800,600,Jh,467,428,597,479
IMG_20200217_223848.jpg,800,600,Jh,58,429,185,475
IMG_20200217_223853.jpg,800,600,Qc,138,120,263,172
IMG_20200217_223853.jpg,800,600,Qc,525,154,634,199
IMG_20200217_223853.jpg,800,600,Qc,128,413,251,459
IMG_20200217_223853.jpg,800,600,Qc,514,425,622,467
IMG_20200217_223854.jpg,800,600,Jh,382,53,486,117
IMG_20200217_223854.jpg,800,600,Jh,531,277,638,342
IMG_20200217_223854.jpg,800,600,Jh,73,256,170,319
IMG_20200217_223854.jpg,800,600,Jh,220,482,317,543
IMG_20200217_223856.jpg,800,600,Qc,240,58,333,141
IMG_20200217_223856.jpg,800,600,Qc,506,293,587,364
IMG_20200217_223856.jpg,800,600,Qc,61,264,160,347
IMG_20200217_223856.jpg,800,600,Qc,350,487,437,559
IMG_20200217_223857.jpg,800,600,Jh,250,69,330,145
IMG_20200217_223857.jpg,800,600,Jh,105,262,183,332
IMG_20200217_223857.jpg,800,600,Jh,512,280,596,356
IMG_20200217_223857.jpg,800,600,Jh,360,474,440,555
IMG_20200217_223901.jpg,800,600,Jh,376,310,444,434
IMG_20200217_223901.jpg,800,600,Jh,675,198,732,326
IMG_20200217_2239010.jpg,800,600,Qc,341,29,419,100
IMG_20200217_2239010.jpg,800,600,Qc,506,209,582,286
IMG_20200217_2239010.jpg,800,600,Qc,46,239,151,335
IMG_20200217_2239010.jpg,800,600,Qc,251,445,343,542
IMG_20200217_223904.jpg,800,600,Jh,320,236,385,384
IMG_20200217_223904.jpg,800,600,Jh,675,216,739,366
IMG_20200217_2239040.jpg,800,600,Qc,369,47,448,118
IMG_20200217_2239040.jpg,800,600,Qc,533,235,608,308
IMG_20200217_2239040.jpg,800,600,Qc,72,257,178,349
IMG_20200217_2239040.jpg,800,600,Qc,272,469,362,561
IMG_20200217_223909.jpg,800,600,Qc,246,79,396,142
IMG_20200217_223909.jpg,800,600,Qc,237,455,388,508
IMG_20200217_223913.jpg,800,600,Qc,259,275,438,339
IMG_20200217_223914.jpg,800,600,Qc,258,254,437,318
IMG_20200217_223917.jpg,800,600,Qd,86,129,204,167
IMG_20200217_223917.jpg,800,600,Qd,455,132,575,176
IMG_20200217_223917.jpg,800,600,Qd,456,406,577,453
IMG_20200217_223917.jpg,800,600,Qd,81,397,204,442
IMG_20200217_223920.jpg,800,600,9c,568,93,681,141
IMG_20200217_223920.jpg,800,600,9c,128,66,275,123
IMG_20200217_223920.jpg,800,600,9c,135,404,278,450
IMG_20200217_223920.jpg,800,600,9c,570,397,683,440
IMG_20200217_223921.jpg,800,600,Qd,212,72,299,139
IMG_20200217_223921.jpg,800,600,Qd,77,273,162,339
IMG_20200217_223921.jpg,800,600,Qd,489,262,580,330
IMG_20200217_223921.jpg,800,600,Qd,342,467,439,541
IMG_20200217_223923.jpg,800,600,9c,243,27,347,112
IMG_20200217_223923.jpg,800,600,9c,82,262,193,340
IMG_20200217_223923.jpg,800,600,9c,529,242,610,313
IMG_20200217_223923.jpg,800,600,9c,398,451,487,522
IMG_20200217_223925.jpg,800,600,Qd,399,57,505,131
IMG_20200217_223925.jpg,800,600,Qd,536,316,646,386
IMG_20200217_223925.jpg,800,600,Qd,53,247,159,321
IMG_20200217_223925.jpg,800,600,Qd,188,499,292,569
IMG_20200217_223926.jpg,800,600,9c,338,93,401,161
IMG_20200217_223926.jpg,800,600,9c,509,222,567,292
IMG_20200217_223926.jpg,800,600,9c,132,315,216,409
IMG_20200217_223926.jpg,800,600,9c,343,459,416,555
IMG_20200217_223928.jpg,800,600,9c,367,37,443,110
IMG_20200217_223928.jpg,800,600,9c,543,202,610,277
IMG_20200217_223928.jpg,800,600,9c,114,266,209,359
IMG_20200217_223928.jpg,800,600,9c,324,445,411,542
IMG_20200217_223930.jpg,800,600,Qd,336,244,412,389
IMG_20200217_223930.jpg,800,600,Qd,680,158,748,313
IMG_20200217_223931.jpg,800,600,9c,280,72,451,130
IMG_20200217_223931.jpg,800,600,9c,278,493,448,556
IMG_20200217_223935.jpg,800,600,Qd,237,144,293,281
IMG_20200217_223935.jpg,800,600,Qd,555,203,615,339
IMG_20200217_223939.jpg,800,600,9c,353,298,508,359
IMG_20200217_223951.jpg,800,600,3s,554,107,672,160
IMG_20200217_223951.jpg,800,600,3s,94,72,249,131
IMG_20200217_223951.jpg,800,600,3s,97,427,248,477
IMG_20200217_223951.jpg,800,600,3s,549,417,667,463
IMG_20200217_223953.jpg,800,600,3s,316,40,410,139
IMG_20200217_223953.jpg,800,600,3s,123,237,229,333
IMG_20200217_223953.jpg,800,600,3s,560,291,635,371
IMG_20200217_223953.jpg,800,600,3s,398,472,488,558
IMG_20200217_223957.jpg,800,600,3s,380,71,471,140
IMG_20200217_223957.jpg,800,600,3s,514,264,601,338
IMG_20200217_223957.jpg,800,600,3s,67,243,185,327
IMG_20200217_223957.jpg,800,600,3s,230,461,339,552
IMG_20200217_223958.jpg,800,600,5c,115,147,245,192
IMG_20200217_223958.jpg,800,600,5c,505,148,627,196
IMG_20200217_223958.jpg,800,600,5c,502,434,626,478
IMG_20200217_223958.jpg,800,600,5c,117,427,250,473
IMG_20200217_224001.jpg,800,600,5c,228,67,322,142
IMG_20200217_224001.jpg,800,600,5c,514,256,609,334
IMG_20200217_224001.jpg,800,600,5c,94,279,186,350
IMG_20200217_224001.jpg,800,600,5c,377,471,470,543
IMG_20200217_224002.jpg,800,600,3s,251,54,422,122
IMG_20200217_224002.jpg,800,600,3s,316,455,485,539
IMG_20200217_224006.jpg,800,600,5c,359,45,464,130
IMG_20200217_224006.jpg,800,600,5c,515,283,622,366
IMG_20200217_224006.jpg,800,600,5c,49,263,150,345
IMG_20200217_224006.jpg,800,600,5c,207,490,301,565
IMG_20200217_2240060.jpg,800,600,3s,319,241,490,348
IMG_20200217_224010.jpg,800,600,5c,284,276,361,442
IMG_20200217_224010.jpg,800,600,5c,657,195,725,350
IMG_20200217_224013.jpg,800,600,3s,295,198,475,322
IMG_20200217_224014.jpg,800,600,5c,270,129,330,292
IMG_20200217_224014.jpg,800,600,5c,656,164,719,328
IMG_20200217_224024.jpg,800,600,4d,356,77,424,142
IMG_20200217_224024.jpg,800,600,4d,210,240,274,308
IMG_20200217_224024.jpg,800,600,4d,586,279,667,358
IMG_20200217_224024.jpg,800,600,4d,420,455,496,540
IMG_20200217_224026.jpg,800,600,5h,55,133,185,176
IMG_20200217_224026.jpg,800,600,5h,472,132,603,178
IMG_20200217_224026.jpg,800,600,5h,465,440,602,490
IMG_20200217_224026.jpg,800,600,5h,55,427,176,476
IMG_20200217_224027.jpg,800,600,4d,368,14,452,108
IMG_20200217_224027.jpg,800,600,4d,565,198,652,282
IMG_20200217_224030.jpg,800,600,5h,166,61,263,132
IMG_20200217_224030.jpg,800,600,5h,478,253,582,325
IMG_20200217_224030.jpg,800,600,5h,334,485,441,564
IMG_20200217_224030.jpg,800,600,5h,35,288,131,355
IMG_20200217_2240300.jpg,800,600,4d,410,51,498,139
IMG_20200217_2240300.jpg,800,600,4d,608,248,707,332
IMG_20200217_2240300.jpg,800,600,4d,355,492,435,559
IMG_20200217_2240300.jpg,800,600,4d,175,318,251,389
IMG_20200217_224034.jpg,800,600,4d,381,97,541,151
IMG_20200217_224034.jpg,800,600,4d,386,459,530,515
IMG_20200217_224035.jpg,800,600,5h,356,40,460,118
IMG_20200217_224035.jpg,800,600,5h,512,279,617,357
IMG_20200217_224035.jpg,800,600,5h,37,266,131,341
IMG_20200217_224035.jpg,800,600,5h,185,498,281,570
IMG_20200217_224037.jpg,800,600,4d,381,303,555,371
IMG_20200217_224037_1.jpg,800,600,4d,364,301,543,372
IMG_20200217_224040.jpg,800,600,5h,225,202,284,358
IMG_20200217_224040.jpg,800,600,5h,604,192,659,347
IMG_20200217_224044.jpg,800,600,5h,262,256,319,403
IMG_20200217_224044.jpg,800,600,5h,625,262,679,407
IMG_20200217_224045.jpg,800,600,4c,191,150,312,193
IMG_20200217_224045.jpg,800,600,4c,578,154,707,205
IMG_20200217_224045.jpg,800,600,4c,565,459,698,506
IMG_20200217_224045.jpg,800,600,4c,179,433,296,476
IMG_20200217_224048.jpg,800,600,4c,290,79,380,138
IMG_20200217_224048.jpg,800,600,4c,197,312,285,373
IMG_20200217_224048.jpg,800,600,4c,619,205,733,273
IMG_20200217_224048.jpg,800,600,4c,503,464,609,535
IMG_20200217_224052.jpg,800,600,8s,122,76,245,128
IMG_20200217_224052.jpg,800,600,8s,500,149,617,204
IMG_20200217_224052.jpg,800,600,8s,439,432,562,489
IMG_20200217_224052.jpg,800,600,8s,67,352,186,404
IMG_20200217_224053.jpg,800,600,4c,396,81,493,163
IMG_20200217_224053.jpg,800,600,4c,576,298,675,371
IMG_20200217_224053.jpg,800,600,4c,311,500,391,559
IMG_20200217_224053.jpg,800,600,4c,156,314,233,379
IMG_20200217_224054.jpg,800,600,8s,75,95,210,146
IMG_20200217_224054.jpg,800,600,8s,486,104,617,153
IMG_20200217_224054.jpg,800,600,8s,477,413,609,467
IMG_20200217_224054.jpg,800,600,8s,70,400,199,447
IMG_20200217_224057.jpg,800,600,8s,351,24,454,114
IMG_20200217_224057.jpg,800,600,8s,517,263,627,350
IMG_20200217_224057.jpg,800,600,8s,51,258,144,339
IMG_20200217_224057.jpg,800,600,8s,210,485,306,561
IMG_20200217_2240570.jpg,800,600,4c,465,63,640,119
IMG_20200217_2240570.jpg,800,600,4c,453,444,620,508
IMG_20200217_224100.jpg,800,600,8s,418,95,517,221
IMG_20200217_224100.jpg,800,600,8s,117,290,218,423
IMG_20200217_2241000.jpg,800,600,4c,381,292,589,375
IMG_20200217_224102.jpg,800,600,8s,382,254,483,406
IMG_20200217_224102.jpg,800,600,8s,54,438,143,585
IMG_20200217_224107.jpg,800,600,9h,145,135,268,183
IMG_20200217_224107.jpg,800,600,9h,579,139,720,194
IMG_20200217_224107.jpg,800,600,9h,562,481,705,537
IMG_20200217_224107.jpg,800,600,9h,139,442,254,490
IMG_20200217_224108.jpg,800,600,5d,127,100,253,149
IMG_20200217_224108.jpg,800,600,5d,530,103,653,144
IMG_20200217_224108.jpg,800,600,5d,531,398,659,440
IMG_20200217_224108.jpg,800,600,5d,133,400,255,442
IMG_20200217_224111.jpg,800,600,9h,330,71,412,138
IMG_20200217_224111.jpg,800,600,9h,610,273,711,350
IMG_20200217_224111.jpg,800,600,9h,190,268,266,333
IMG_20200217_224111.jpg,800,600,9h,449,484,539,562
IMG_20200217_224113.jpg,800,600,5d,397,32,509,111
IMG_20200217_224113.jpg,800,600,5d,543,280,655,356
IMG_20200217_224113.jpg,800,600,5d,76,236,179,312
IMG_20200217_224113.jpg,800,600,5d,215,476,314,543
IMG_20200217_224116.jpg,800,600,5d,226,80,318,153
IMG_20200217_224116.jpg,800,600,5d,511,272,604,343
IMG_20200217_224116.jpg,800,600,5d,371,483,466,558
IMG_20200217_224116.jpg,800,600,5d,93,285,183,356
IMG_20200217_224117.jpg,800,600,9h,466,98,622,155
IMG_20200217_224117.jpg,800,600,9h,430,476,593,545
IMG_20200217_224120.jpg,800,600,5d,459,240,523,389
IMG_20200217_224120.jpg,800,600,5d,107,287,166,440
IMG_20200217_2241200.jpg,800,600,9h,444,339,636,415
IMG_20200217_224123.jpg,800,600,5d,414,261,467,403
IMG_20200217_224123.jpg,800,600,5d,71,214,125,359
IMG_20200217_224129.jpg,800,600,As,126,108,268,160
IMG_20200217_224129.jpg,800,600,As,559,120,691,172
IMG_20200217_224129.jpg,800,600,As,557,435,692,489
IMG_20200217_224129.jpg,800,600,As,120,430,263,483
IMG_20200217_224132.jpg,800,600,As,301,43,405,119
IMG_20200217_224132.jpg,800,600,As,614,229,714,301
IMG_20200217_224132.jpg,800,600,As,483,464,586,535
IMG_20200217_224132.jpg,800,600,As,162,282,270,354
IMG_20200217_224136.jpg,800,600,Ts,188,124,304,171
IMG_20200217_224136.jpg,800,600,Ts,527,142,622,184
IMG_20200217_224136.jpg,800,600,Ts,188,380,300,418
IMG_20200217_224136.jpg,800,600,Ts,523,380,619,418
IMG_20200217_224137.jpg,800,600,As,162,209,274,279
IMG_20200217_224137.jpg,800,600,As,503,50,607,119
IMG_20200217_224137.jpg,800,600,As,621,301,734,368
IMG_20200217_224137.jpg,800,600,As,286,458,394,525
IMG_20200217_224139.jpg,800,600,Ts,200,29,325,115
IMG_20200217_224139.jpg,800,600,Ts,549,218,646,290
IMG_20200217_224139.jpg,800,600,Ts,68,301,199,381
IMG_20200217_224139.jpg,800,600,Ts,433,461,537,528
IMG_20200217_224141.jpg,800,600,As,290,182,346,332
IMG_20200217_224141.jpg,800,600,As,633,166,682,321
IMG_20200217_224143.jpg,800,600,Ts,350,70,432,140
IMG_20200217_224143.jpg,800,600,Ts,498,242,578,319
IMG_20200217_224143.jpg,800,600,Ts,73,264,179,357
IMG_20200217_224143.jpg,800,600,Ts,255,455,347,551
IMG_20200217_224145.jpg,800,600,As,380,234,454,390
IMG_20200217_224145.jpg,800,600,As,749,258,799,413
IMG_20200217_224148.jpg,800,600,As,468,256,569,466
IMG_20200217_224150.jpg,800,600,Ts,204,193,399,294
IMG_20200217_224153.jpg,800,600,Ts,166,193,326,300
IMG_20200217_224156.jpg,800,600,Td,66,100,207,154
IMG_20200217_224156.jpg,800,600,Td,512,95,654,149
IMG_20200217_224156.jpg,800,600,Td,513,424,651,476
IMG_20200217_224156.jpg,800,600,Td,80,423,210,475
IMG_20200217_224159.jpg,800,600,Td,231,82,330,147
IMG_20200217_224159.jpg,800,600,Td,548,255,652,326
IMG_20200217_224159.jpg,800,600,Td,418,487,525,562
IMG_20200217_224159.jpg,800,600,Td,110,306,208,374
IMG_20200217_224201.jpg,800,600,Kh,476,85,593,142
IMG_20200217_224201.jpg,800,600,Kh,55,75,185,122
IMG_20200217_224201.jpg,800,600,Kh,54,385,182,431
IMG_20200217_224201.jpg,800,600,Kh,477,384,591,430
IMG_20200217_224203.jpg,800,600,Td,299,13,394,98
IMG_20200217_224203.jpg,800,600,Td,481,215,575,303
IMG_20200217_224203.jpg,800,600,Td,19,269,110,358
IMG_20200217_224203.jpg,800,600,Td,199,470,294,560
IMG_20200217_224205.jpg,800,600,Kh,156,80,275,153
IMG_20200217_224205.jpg,800,600,Kh,504,235,596,297
IMG_20200217_224205.jpg,800,600,Kh,59,345,175,410
IMG_20200217_224205.jpg,800,600,Kh,411,469,510,525
IMG_20200217_224207.jpg,800,600,Td,273,272,339,408
IMG_20200217_224207.jpg,800,600,Td,597,223,663,359
IMG_20200217_224209.jpg,800,600,Kh,353,18,449,95
IMG_20200217_224209.jpg,800,600,Kh,514,227,605,308
IMG_20200217_224209.jpg,800,600,Kh,14,233,134,327
IMG_20200217_224209.jpg,800,600,Kh,201,463,312,561
IMG_20200217_224210.jpg,800,600,Td,234,127,302,279
IMG_20200217_224210.jpg,800,600,Td,597,91,660,243
IMG_20200217_224212.jpg,800,600,Kh,285,85,435,153
IMG_20200217_224212.jpg,800,600,Kh,279,456,427,513
IMG_20200217_224214.jpg,800,600,Kh,265,219,438,295
IMG_20200217_224217.jpg,800,600,Kh,238,175,399,271
IMG_20200217_224219.jpg,800,600,8h,96,142,220,187
IMG_20200217_224219.jpg,800,600,8h,504,153,625,199
IMG_20200217_224219.jpg,800,600,8h,499,445,620,489
IMG_20200217_224219.jpg,800,600,8h,97,440,218,482
IMG_20200217_224222.jpg,800,600,8h,286,63,376,144
IMG_20200217_224222.jpg,800,600,8h,128,272,215,347
IMG_20200217_224222.jpg,800,600,8h,571,293,664,371
IMG_20200217_224222.jpg,800,600,8h,408,503,500,576
IMG_20200217_224225.jpg,800,600,Ks,69,53,228,127
IMG_20200217_224225.jpg,800,600,Ks,520,128,650,194
IMG_20200217_224225.jpg,800,600,Ks,31,413,188,477
IMG_20200217_224225.jpg,800,600,Ks,499,445,630,501
IMG_20200217_224227.jpg,800,600,8h,354,8,459,89
IMG_20200217_224227.jpg,800,600,8h,529,258,638,342
IMG_20200217_224227.jpg,800,600,8h,12,253,110,335
IMG_20200217_224227.jpg,800,600,8h,185,498,286,579
IMG_20200217_224228.jpg,800,600,Ks,233,51,327,145
IMG_20200217_224228.jpg,800,600,Ks,24,229,133,326
IMG_20200217_224228.jpg,800,600,Ks,475,306,558,394
IMG_20200217_224228.jpg,800,600,Ks,302,485,391,577
IMG_20200217_224231.jpg,800,600,8h,157,321,249,469
IMG_20200217_224231.jpg,800,600,8h,511,139,610,284
IMG_20200217_224232.jpg,800,600,Ks,353,44,426,119
IMG_20200217_224232.jpg,800,600,Ks,516,190,585,268
IMG_20200217_224232.jpg,800,600,Ks,118,259,214,349
IMG_20200217_224232.jpg,800,600,Ks,311,418,395,515
IMG_20200217_224234.jpg,800,600,8h,69,243,134,392
IMG_20200217_224234.jpg,800,600,8h,460,247,520,404
IMG_20200217_224236.jpg,800,600,Ks,251,85,413,156
IMG_20200217_224236.jpg,800,600,Ks,222,473,391,535
IMG_20200217_224240.jpg,800,600,Ks,128,198,332,282
IMG_20200218_140223.jpg,800,600,Jh,151,74,214,126
IMG_20200218_140223.jpg,800,600,Jh,62,223,117,272
IMG_20200218_140223.jpg,800,600,Jh,255,357,316,406
IMG_20200218_140223.jpg,800,600,Jh,352,212,414,262
IMG_20200218_140223.jpg,800,600,Qs,277,21,354,54
IMG_20200218_140223.jpg,800,600,Qs,512,23,589,52
